Content_ID,Platform,Content_Type,AI_Tool_Used,AI_Type,Duration_Seconds,Production_Cost_USD,Views,Likes,Comments,Shares,Engagement_Rate,Watch_Time_Avg_Sec,Retention_Rate,Revenue_USD
ACC005184,Instagram,Reel,HeyGen,Avatar video,40,29.6,8097,325,34.0,63.0,0.0521,24.2,70.53,1.96
ACC005185,YouTube,Short,Pika,Text-to-video,30,18.22,13808,304,67.0,44.0,0.0301,14.74,59.64,20.29
ACC005186,YouTube,Short,Runway,Image-to-video,36,17.02,2975,116,6.0,8.0,0.0437,18.17,51.29,2.98
ACC005187,Instagram,Reel,Pika,Image-to-video,34,20.19,23686,1066,128.0,176.0,0.0578,19.71,64.61,10.44
ACC005188,TikTok,Reel,InVideo AI,AI-assisted editing,85,18.11,12169,615,64.0,150.0,0.0681,50.21,61.21,13.94
ACC005189,YouTube,Short,Canva AI,Text-to-video,43,10.18,22194,610,126.0,82.0,0.0369,21.66,60.46,51.41
ACC005190,Instagram,Video,Runway,Text-to-video,531,57.64,1171,52,3.0,7.0,0.0529,160.24,32.25,2.05
ACC005191,YouTube,Video,Canva AI,Text-to-video,443,45.84,11262,574,52.0,47.0,0.0598,115.11,29.25,128.01
ACC005192,TikTok,Reel,Pika,AI-assisted editing,39,17.37,2861,124,21.0,32.0,0.0619,22.73,68.77,2.49
ACC005193,YouTube,Short,CapCut AI,AI-assisted editing,50,10.14,11205,449,35.0,26.0,0.0455,19.28,42.17,16.51
ACC005194,TikTok,Reel,Pika,Text-to-video,69,18.81,22447,1449,166.0,89.0,0.0759,50.71,83.12,23.06
ACC005195,TikTok,Reel,Runway,Text-to-video,86,15.66,23633,1929,149.0,266.0,0.0992,55.29,72.87,12.16
ACC005196,YouTube,Video,HeyGen,Avatar video,193,20.75,13497,526,60.0,52.0,0.0473,78.67,43.08,96.77
ACC005197,TikTok,Short,Canva AI,Image-to-video,15,9.24,8920,778,66.0,66.0,0.102,7.16,55.65,3.53
ACC005198,YouTube,Video,CapCut AI,Text-to-video,211,25.55,3365,110,13.0,6.0,0.0383,44.77,26.27,39.56
ACC005199,TikTok,Short,InVideo AI,Text-to-video,57,21.29,41457,1580,256.0,271.0,0.0508,32.64,58.6,56.05
ACC005200,TikTok,Short,Pika,AI-assisted editing,15,14.51,14778,494,74.0,126.0,0.047,5.57,44.69,19.09
ACC005201,YouTube,Video,Runway,AI-assisted editing,192,36.94,1654,45,6.0,5.0,0.0339,60.26,36.57,3.72
ACC005202,YouTube,Video,HeyGen,Text-to-video,575,76.06,3383,105,17.0,10.0,0.039,247.0,47.0,27.76
ACC005203,YouTube,Video,Pika,Image-to-video,307,31.13,13742,531,71.0,29.0,0.0459,147.21,48.86,20.91
ACC005204,TikTok,Short,InVideo AI,AI-assisted editing,49,16.57,31936,1159,155.0,172.0,0.0465,35.55,74.01,44.06
ACC005205,Instagram,Video,CapCut AI,Text-to-video,391,39.44,15619,452,37.0,44.0,0.0341,140.25,36.34,16.4
ACC005206,Instagram,Reel,Runway,Text-to-video,75,18.11,1384,103,6.0,4.0,0.0816,62.02,94.07,1.16
ACC005207,YouTube,Short,Synthesia,Avatar video,50,32.19,7562,180,38.0,17.0,0.0311,35.98,74.27,6.57
ACC005208,TikTok,Reel,Synthesia,Text-to-video,58,24.44,3478,220,18.0,32.0,0.0776,38.04,78.07,2.27
ACC005209,Instagram,Video,InVideo AI,Text-to-video,245,24.47,908,45,3.0,5.0,0.0584,116.04,60.39,0.48
ACC005210,Instagram,Reel,InVideo AI,Text-to-video,50,11.88,4345,226,14.0,22.0,0.0603,30.58,73.79,1.48
ACC005211,YouTube,Video,Runway,Text-to-video,789,74.0,10918,485,24.0,40.0,0.0503,344.83,53.03,48.53
ACC005212,Instagram,Reel,Runway,Text-to-video,18,24.9,25164,1672,116.0,155.0,0.0772,10.94,66.21,22.02
ACC005213,YouTube,Video,Adobe Firefly,Image-to-video,186,31.33,2217,52,12.0,7.0,0.032,73.98,52.77,11.07
ACC005214,YouTube,Video,Adobe Firefly,Image-to-video,870,85.75,16949,907,49.0,66.0,0.0603,307.51,45.69,181.6
ACC005215,YouTube,Short,CapCut AI,AI-assisted editing,23,14.91,15077,690,35.0,21.0,0.0495,15.0,72.36,7.19
ACC005216,Instagram,Video,Pika,Image-to-video,747,74.96,1764,67,6.0,11.0,0.0476,250.67,38.07,3.52
ACC005217,Instagram,Reel,InVideo AI,AI-assisted editing,73,16.81,25002,1603,68.0,83.0,0.0702,48.5,69.54,23.1
ACC005218,YouTube,Short,Adobe Firefly,Text-to-video,24,13.25,9444,442,17.0,41.0,0.0529,12.6,50.35,16.57
ACC005219,TikTok,Reel,Pika,Text-to-video,73,17.98,7454,629,26.0,35.0,0.0926,40.51,58.33,1.32
ACC005220,TikTok,Reel,InVideo AI,AI-assisted editing,46,11.22,111861,4613,386.0,1047.0,0.054,17.65,38.74,72.12
ACC005221,TikTok,Reel,Pika,Text-to-video,86,11.34,1963,141,6.0,20.0,0.0851,24.51,32.11,1.11
ACC005222,YouTube,Video,Synthesia,Avatar video,815,73.26,25471,1135,110.0,62.0,0.0513,283.24,40.01,196.5
ACC005223,TikTok,Reel,Runway,Image-to-video,79,17.32,18395,859,133.0,128.0,0.0609,44.24,53.77,12.15
ACC005224,YouTube,Short,CapCut AI,AI-assisted editing,26,3.74,2301,106,7.0,6.0,0.0517,17.77,74.35,8.46
ACC005225,Instagram,Reel,Synthesia,Avatar video,33,20.33,8631,646,33.0,32.0,0.0824,27.98,81.69,15.8
ACC005226,TikTok,Reel,Adobe Firefly,Text-to-video,71,30.17,6401,232,44.0,75.0,0.0548,36.14,50.12,3.65
ACC005227,YouTube,Short,Adobe Firefly,AI-assisted editing,20,18.79,28869,670,128.0,104.0,0.0312,9.77,47.96,98.96
ACC005228,Instagram,Video,HeyGen,Avatar video,364,61.67,883,61,2.0,2.0,0.0736,137.65,41.59,0.65
ACC005229,Instagram,Reel,HeyGen,AI-assisted editing,81,30.7,15824,1093,51.0,119.0,0.0798,57.26,81.55,14.31
ACC005230,Instagram,Reel,HeyGen,Avatar video,66,39.94,4594,310,22.0,25.0,0.0777,50.23,73.78,3.38
ACC005231,TikTok,Reel,Synthesia,Text-to-video,66,24.53,16762,1207,111.0,133.0,0.0866,46.34,77.94,9.01
ACC005232,YouTube,Short,Runway,AI-assisted editing,19,15.24,21979,899,123.0,88.0,0.0505,11.87,68.59,91.71
ACC005233,Instagram,Video,CapCut AI,Image-to-video,689,63.9,66514,3081,362.0,563.0,0.0602,273.23,40.91,43.27
ACC005234,TikTok,Reel,CapCut AI,Image-to-video,30,10.74,13488,923,57.0,131.0,0.0824,11.13,41.02,12.18
ACC005235,YouTube,Video,Pika,Text-to-video,190,35.46,26857,630,106.0,100.0,0.0311,46.02,25.67,94.06
ACC005236,YouTube,Video,Adobe Firefly,Image-to-video,250,35.07,24572,942,94.0,38.0,0.0437,56.81,25.17,242.53
ACC005237,YouTube,Short,Runway,AI-assisted editing,46,17.72,31521,761,177.0,92.0,0.0327,26.35,68.94,47.44
ACC005238,Instagram,Reel,Canva AI,Image-to-video,68,16.43,15759,1192,33.0,88.0,0.0833,52.26,80.63,21.89
ACC005239,TikTok,Short,HeyGen,Text-to-video,14,16.6,38469,2211,139.0,236.0,0.0672,8.75,74.42,24.2
ACC005240,YouTube,Video,InVideo AI,AI-assisted editing,551,53.87,6834,356,37.0,11.0,0.0591,129.63,31.25,13.58
ACC005241,Instagram,Video,Adobe Firefly,Text-to-video,672,68.46,15478,1028,84.0,62.0,0.0758,265.75,42.33,7.3
ACC005242,YouTube,Short,Runway,AI-assisted editing,56,19.04,8097,361,33.0,27.0,0.052,27.85,57.98,6.68
ACC005243,YouTube,Short,CapCut AI,Image-to-video,59,13.95,59363,2938,239.0,211.0,0.0571,24.97,44.35,57.45
ACC005244,YouTube,Video,InVideo AI,Image-to-video,147,21.68,4167,149,11.0,15.0,0.042,37.83,30.94,29.81
ACC005245,TikTok,Short,CapCut AI,AI-assisted editing,29,11.52,32243,2390,222.0,236.0,0.0883,20.29,78.52,39.31
ACC005246,YouTube,Short,Adobe Firefly,Text-to-video,49,16.55,65401,2372,213.0,229.0,0.043,27.42,59.97,85.93
ACC005247,TikTok,Short,Canva AI,AI-assisted editing,44,8.39,11926,568,88.0,132.0,0.0661,27.17,64.64,4.16
ACC005248,YouTube,Video,CapCut AI,Image-to-video,184,21.34,2403,131,8.0,4.0,0.0595,69.41,39.91,8.76
ACC005249,Instagram,Reel,Runway,Image-to-video,57,10.13,55689,3451,226.0,349.0,0.0723,19.22,40.75,29.31
ACC005250,YouTube,Video,Synthesia,AI-assisted editing,267,37.05,2527,83,12.0,4.0,0.0392,96.05,47.88,11.0
ACC005251,TikTok,Reel,Adobe Firefly,Text-to-video,86,27.9,5597,339,35.0,29.0,0.072,55.27,68.91,1.47
ACC005252,YouTube,Video,CapCut AI,Avatar video,629,60.85,1630,71,3.0,7.0,0.0497,232.76,40.08,5.28
ACC005253,Instagram,Reel,Pika,Image-to-video,66,21.46,19344,594,73.0,153.0,0.0424,23.98,38.1,33.31
ACC005254,YouTube,Short,Adobe Firefly,Image-to-video,35,25.16,18519,962,38.0,47.0,0.0565,20.47,61.35,44.45
ACC005255,TikTok,Reel,Adobe Firefly,AI-assisted editing,27,13.58,9796,430,29.0,41.0,0.051,16.87,74.04,9.78
ACC005256,TikTok,Reel,Canva AI,Text-to-video,81,16.46,10040,628,56.0,80.0,0.0761,47.24,57.71,7.43
ACC005257,YouTube,Video,CapCut AI,AI-assisted editing,242,28.03,4505,137,23.0,10.0,0.0377,91.12,48.09,40.35
ACC005258,Instagram,Reel,Runway,AI-assisted editing,57,19.96,11062,507,41.0,34.0,0.0526,39.2,64.97,15.9
ACC005259,YouTube,Video,Pika,Text-to-video,552,60.16,1865,73,3.0,3.0,0.0424,216.48,38.54,21.19
ACC005260,TikTok,Reel,Synthesia,Avatar video,67,16.34,10461,775,30.0,56.0,0.0823,18.51,32.74,9.34
ACC005261,YouTube,Video,Pika,Image-to-video,660,65.05,7946,386,15.0,10.0,0.0517,349.16,55.29,48.43
ACC005262,YouTube,Short,CapCut AI,Text-to-video,46,10.71,12681,294,53.0,51.0,0.0314,21.75,48.97,53.17
ACC005263,TikTok,Short,Pika,Image-to-video,51,21.85,3252,145,20.0,30.0,0.06,29.34,66.31,1.84
ACC005264,YouTube,Short,Adobe Firefly,Text-to-video,20,18.77,37103,1641,148.0,76.0,0.0503,10.0,55.53,97.18
ACC005265,YouTube,Short,Runway,Image-to-video,60,37.37,11958,414,27.0,20.0,0.0386,21.19,37.99,7.46
ACC005266,YouTube,Video,Canva AI,AI-assisted editing,763,71.23,7908,249,31.0,30.0,0.0392,450.26,62.57,88.21
ACC005267,YouTube,Short,HeyGen,Avatar video,56,17.77,10748,289,50.0,32.0,0.0345,31.65,57.41,44.16
ACC005268,Instagram,Video,CapCut AI,Text-to-video,348,34.56,6399,218,24.0,20.0,0.0409,173.43,49.94,1.91
ACC005269,Instagram,Video,Synthesia,Text-to-video,814,75.05,41306,1396,105.0,140.0,0.0397,259.93,34.09,18.75
ACC005270,TikTok,Short,Synthesia,Avatar video,34,13.24,4448,383,15.0,31.0,0.0964,21.55,74.63,3.29
ACC005271,TikTok,Reel,Canva AI,Text-to-video,76,16.86,33086,1708,247.0,261.0,0.067,43.16,54.01,28.87
ACC005272,TikTok,Short,Runway,Text-to-video,35,27.82,8014,342,35.0,69.0,0.0557,16.49,49.87,1.09
ACC005273,YouTube,Video,InVideo AI,Image-to-video,488,49.46,15022,387,39.0,48.0,0.0316,138.22,36.5,160.12
ACC005274,YouTube,Video,CapCut AI,Image-to-video,742,66.18,15337,553,29.0,46.0,0.0409,360.72,48.67,53.69
ACC005275,TikTok,Reel,Synthesia,Avatar video,53,28.88,10114,390,28.0,49.0,0.0462,36.77,77.77,13.98
ACC005276,YouTube,Short,InVideo AI,AI-assisted editing,41,11.38,12606,505,34.0,23.0,0.0446,18.34,53.28,55.49
ACC005277,YouTube,Short,Adobe Firefly,Image-to-video,28,19.46,57618,3174,264.0,253.0,0.0641,18.02,68.07,210.73
ACC005278,YouTube,Short,Synthesia,Avatar video,27,21.14,18353,715,48.0,39.0,0.0437,10.08,38.58,47.19
ACC005279,YouTube,Short,HeyGen,Avatar video,27,36.58,3940,201,12.0,9.0,0.0563,17.26,62.43,17.53
ACC005280,TikTok,Short,Pika,AI-assisted editing,59,20.23,64107,5172,387.0,699.0,0.0976,33.19,68.1,51.62
ACC005281,Instagram,Reel,Adobe Firefly,Image-to-video,32,21.63,1059,40,3.0,2.0,0.0425,17.95,56.16,1.85
ACC005282,TikTok,Reel,Runway,Text-to-video,61,25.53,66824,2873,463.0,788.0,0.0617,26.78,41.98,7.97
ACC005283,TikTok,Short,Pika,Text-to-video,49,19.68,14710,1264,95.0,132.0,0.1014,28.85,59.34,2.64
ACC005284,TikTok,Short,CapCut AI,Text-to-video,35,5.01,12862,864,69.0,107.0,0.0809,14.41,41.34,13.53
ACC005285,Instagram,Reel,Adobe Firefly,Image-to-video,82,22.69,6699,447,38.0,36.0,0.0778,42.62,52.36,3.94
ACC005286,YouTube,Short,HeyGen,Avatar video,34,38.7,19058,1048,99.0,54.0,0.063,24.98,75.41,76.35
ACC005287,YouTube,Video,InVideo AI,Image-to-video,749,70.81,2248,57,10.0,3.0,0.0311,326.98,47.22,5.44
ACC005288,TikTok,Reel,HeyGen,Avatar video,27,21.95,24872,1677,185.0,232.0,0.0842,14.98,62.41,9.09
ACC005289,YouTube,Video,Pika,Image-to-video,572,61.09,1963,58,9.0,2.0,0.0352,184.51,35.64,22.07
ACC005290,TikTok,Reel,CapCut AI,Text-to-video,67,18.92,5067,365,31.0,23.0,0.0827,34.06,55.91,1.65
ACC005291,TikTok,Short,Pika,Text-to-video,45,22.31,14609,964,39.0,169.0,0.0802,34.64,84.77,7.0
ACC005292,YouTube,Video,Runway,Text-to-video,753,86.55,16964,729,81.0,62.0,0.0514,288.25,49.14,167.61
ACC005293,Instagram,Reel,Synthesia,Text-to-video,32,22.49,3948,187,10.0,18.0,0.0545,23.93,83.65,3.4
ACC005294,YouTube,Video,HeyGen,Text-to-video,532,61.11,2710,139,5.0,4.0,0.0546,215.76,50.92,21.33
ACC005295,TikTok,Short,Synthesia,Avatar video,21,4.13,8306,712,57.0,92.0,0.1037,12.86,67.69,2.47
ACC005296,TikTok,Reel,Pika,Image-to-video,71,19.37,14899,830,110.0,100.0,0.0698,49.65,74.89,10.23
ACC005297,TikTok,Short,Pika,Image-to-video,45,17.4,2142,88,8.0,15.0,0.0518,20.29,47.64,1.47
ACC005298,Instagram,Reel,Synthesia,Avatar video,65,26.28,15623,779,45.0,115.0,0.0601,33.66,50.03,12.14
ACC005299,YouTube,Short,Pika,Image-to-video,17,10.93,17211,493,90.0,29.0,0.0356,7.73,51.62,42.93
ACC005300,YouTube,Short,Pika,AI-assisted editing,51,13.58,33495,887,106.0,114.0,0.033,18.81,35.32,123.47
ACC005301,TikTok,Short,Pika,Text-to-video,46,15.18,30026,2493,84.0,286.0,0.0954,23.2,54.39,13.99
ACC005302,TikTok,Reel,Runway,Text-to-video,82,30.47,146105,10035,528.0,1330.0,0.0814,43.69,63.99,123.17
ACC005303,TikTok,Short,Canva AI,Text-to-video,58,12.31,2675,164,18.0,28.0,0.0785,34.2,67.63,0.8
ACC005304,YouTube,Short,Adobe Firefly,AI-assisted editing,60,20.99,17446,602,73.0,24.0,0.0401,31.2,55.01,16.06
ACC005305,YouTube,Video,Pika,Image-to-video,628,69.79,13370,365,68.0,37.0,0.0352,244.95,39.39,47.7
ACC005306,TikTok,Short,Canva AI,AI-assisted editing,44,8.29,21950,1168,94.0,121.0,0.063,16.54,41.61,22.85
ACC005307,Instagram,Reel,HeyGen,Avatar video,43,16.48,10973,828,21.0,40.0,0.081,21.22,57.04,9.29
ACC005308,Instagram,Video,Pika,Image-to-video,703,69.27,3537,104,10.0,10.0,0.0351,248.35,40.44,2.69
ACC005309,Instagram,Reel,Runway,Text-to-video,32,25.08,44459,1562,116.0,326.0,0.0451,17.43,51.95,50.08
ACC005310,YouTube,Short,HeyGen,Avatar video,26,22.47,26584,1062,91.0,37.0,0.0448,18.87,79.69,46.08
ACC005311,YouTube,Short,Canva AI,Text-to-video,25,8.43,26233,966,133.0,65.0,0.0444,14.71,57.63,60.47
ACC005312,YouTube,Video,Adobe Firefly,Text-to-video,264,31.07,3917,94,16.0,10.0,0.0306,66.38,25.47,28.65
ACC005313,TikTok,Short,InVideo AI,AI-assisted editing,16,8.74,44638,1514,103.0,481.0,0.047,11.64,78.86,31.6
ACC005314,YouTube,Video,CapCut AI,Text-to-video,550,52.41,12015,441,55.0,39.0,0.0445,281.33,55.8,111.86
ACC005315,YouTube,Short,InVideo AI,AI-assisted editing,58,16.9,5627,219,22.0,16.0,0.0457,40.33,74.53,7.51
ACC005316,YouTube,Short,Synthesia,Avatar video,26,14.43,1379,65,3.0,2.0,0.0508,16.28,59.33,4.02
ACC005317,Instagram,Reel,Runway,Image-to-video,79,30.74,46960,2713,149.0,270.0,0.0667,47.44,60.06,9.97
ACC005318,TikTok,Reel,CapCut AI,Text-to-video,51,14.84,12559,887,72.0,120.0,0.0859,40.43,82.63,1.57
ACC005319,YouTube,Video,InVideo AI,Text-to-video,597,60.19,2694,144,9.0,5.0,0.0586,177.24,38.76,20.22
ACC005320,YouTube,Short,CapCut AI,Avatar video,21,10.97,22278,524,53.0,42.0,0.0278,8.24,40.64,70.46
ACC005321,Instagram,Reel,HeyGen,Text-to-video,83,28.49,3961,176,11.0,14.0,0.0507,47.23,66.96,2.33
ACC005322,YouTube,Short,Canva AI,Text-to-video,14,7.84,26243,597,133.0,59.0,0.0301,6.99,58.02,72.23
ACC005323,YouTube,Video,CapCut AI,AI-assisted editing,357,36.99,15978,344,66.0,56.0,0.0292,158.06,53.38,141.4
ACC005324,YouTube,Short,Synthesia,Avatar video,57,39.64,9249,297,21.0,21.0,0.0367,32.76,64.31,15.1
ACC005325,TikTok,Reel,HeyGen,Avatar video,34,19.68,49228,4222,125.0,556.0,0.0996,18.88,64.47,46.38
ACC005326,YouTube,Video,Runway,AI-assisted editing,526,59.11,2003,95,3.0,8.0,0.0529,141.86,32.65,6.98
ACC005327,TikTok,Short,Pika,Text-to-video,40,16.68,33792,1417,151.0,285.0,0.0548,27.95,66.92,33.57
ACC005328,YouTube,Short,Synthesia,Avatar video,58,24.3,8593,318,44.0,24.0,0.0449,28.68,46.87,36.85
ACC005329,YouTube,Video,Runway,Image-to-video,504,54.35,5712,133,19.0,23.0,0.0306,239.21,54.01,48.46
ACC005330,Instagram,Video,Synthesia,Avatar video,141,23.62,19659,606,104.0,152.0,0.0438,69.63,53.89,29.28
ACC005331,YouTube,Short,Canva AI,Text-to-video,21,7.36,10321,336,52.0,44.0,0.0419,12.86,60.5,27.84
ACC005332,Instagram,Reel,CapCut AI,Avatar video,67,15.22,8822,616,51.0,65.0,0.083,43.83,69.83,6.93
ACC005333,Instagram,Video,CapCut AI,AI-assisted editing,742,68.7,23586,1349,83.0,118.0,0.0657,241.73,38.19,9.57
ACC005334,TikTok,Reel,HeyGen,Avatar video,15,16.42,17260,1266,110.0,107.0,0.0859,8.32,62.49,6.8
ACC005335,YouTube,Short,CapCut AI,AI-assisted editing,44,15.11,9256,260,45.0,31.0,0.0363,21.19,48.47,13.97
ACC005336,TikTok,Reel,CapCut AI,Text-to-video,61,7.85,154868,12707,1180.0,968.0,0.0959,37.04,73.41,167.87
ACC005337,TikTok,Reel,Adobe Firefly,AI-assisted editing,26,20.06,7513,572,35.0,59.0,0.0886,9.95,40.1,6.11
ACC005338,TikTok,Short,Adobe Firefly,AI-assisted editing,41,16.46,11172,760,35.0,109.0,0.0809,28.44,67.43,10.09
ACC005339,TikTok,Short,Runway,AI-assisted editing,29,19.29,20252,1689,138.0,127.0,0.0965,20.88,68.15,2.73
ACC005340,YouTube,Short,Runway,Text-to-video,41,23.18,8466,296,35.0,36.0,0.0433,27.98,69.78,4.07
ACC005341,TikTok,Short,CapCut AI,AI-assisted editing,15,12.28,21002,1022,69.0,245.0,0.0636,10.3,65.84,11.42
ACC005342,YouTube,Video,Runway,Text-to-video,745,63.29,5237,220,24.0,22.0,0.0508,263.44,36.37,52.12
ACC005343,Instagram,Reel,CapCut AI,AI-assisted editing,50,15.72,63772,3801,224.0,547.0,0.0717,28.03,59.33,70.57
ACC005344,TikTok,Short,InVideo AI,Image-to-video,56,17.72,67788,4697,220.0,525.0,0.0803,33.59,66.76,72.89
ACC005345,Instagram,Reel,Pika,Text-to-video,87,16.48,2484,189,14.0,9.0,0.0853,68.68,83.18,0.78
ACC005346,YouTube,Short,Pika,Text-to-video,37,12.29,82929,2245,484.0,332.0,0.0369,26.11,71.33,223.74
ACC005347,TikTok,Reel,CapCut AI,AI-assisted editing,85,13.48,13626,926,53.0,67.0,0.0768,27.86,39.36,17.36
ACC005348,YouTube,Video,Adobe Firefly,Image-to-video,717,77.43,11197,414,38.0,42.0,0.0441,294.28,44.5,46.41
ACC005349,TikTok,Short,Runway,Text-to-video,14,11.46,42582,3145,184.0,469.0,0.0892,5.59,48.65,18.16
ACC005350,YouTube,Short,CapCut AI,Image-to-video,18,7.44,10409,244,54.0,42.0,0.0327,9.83,61.97,33.51
ACC005351,YouTube,Short,Pika,Text-to-video,55,18.28,23501,861,108.0,69.0,0.0442,17.92,39.47,61.15
ACC005352,Instagram,Reel,InVideo AI,AI-assisted editing,36,13.18,130738,9544,812.0,1022.0,0.087,25.72,75.04,186.62
ACC005353,TikTok,Reel,CapCut AI,Image-to-video,57,13.34,166331,11212,415.0,2053.0,0.0822,32.46,65.39,219.09
ACC005354,YouTube,Short,HeyGen,Avatar video,51,18.25,12704,352,57.0,19.0,0.0337,29.82,65.37,5.95
ACC005355,YouTube,Short,Pika,Text-to-video,50,17.17,14450,443,31.0,42.0,0.0357,26.7,50.75,46.72
ACC005356,TikTok,Reel,InVideo AI,Image-to-video,68,8.4,14284,1022,88.0,96.0,0.0844,38.53,57.85,18.72
ACC005357,YouTube,Video,Synthesia,Avatar video,712,78.19,8442,361,37.0,12.0,0.0486,247.56,34.51,37.13
ACC005358,Instagram,Reel,Synthesia,Text-to-video,49,23.95,11355,707,64.0,67.0,0.0738,23.95,58.4,22.12
ACC005359,YouTube,Video,Runway,Text-to-video,506,54.44,1797,92,3.0,4.0,0.0551,114.24,23.78,7.99
ACC005360,Instagram,Reel,CapCut AI,AI-assisted editing,89,20.24,21064,1354,131.0,113.0,0.0759,57.25,62.86,33.01
ACC005361,Instagram,Reel,Pika,Text-to-video,57,12.45,1505,84,6.0,6.0,0.0638,36.1,73.66,2.64
ACC005362,TikTok,Short,HeyGen,Avatar video,35,12.35,24945,1446,145.0,109.0,0.0681,12.3,41.28,33.5
ACC005363,Instagram,Reel,CapCut AI,Image-to-video,61,12.12,13942,427,65.0,51.0,0.0389,28.41,51.29,26.5
ACC005364,YouTube,Video,HeyGen,AI-assisted editing,325,50.67,2924,71,13.0,10.0,0.0321,124.3,45.91,5.4
ACC005365,TikTok,Short,Runway,Text-to-video,53,24.45,11892,992,70.0,68.0,0.095,25.11,55.64,7.42
ACC005366,Instagram,Video,Canva AI,Avatar video,617,50.93,4703,267,9.0,35.0,0.0661,237.44,48.91,5.9
ACC005367,YouTube,Short,CapCut AI,Text-to-video,24,11.19,2739,138,4.0,5.0,0.0537,15.16,70.89,9.79
ACC005368,YouTube,Short,Runway,Text-to-video,30,25.0,16074,364,29.0,27.0,0.0261,16.61,65.77,18.77
ACC005369,YouTube,Video,InVideo AI,AI-assisted editing,644,65.77,6317,228,24.0,17.0,0.0426,196.04,37.53,73.68
ACC005370,TikTok,Reel,Runway,AI-assisted editing,70,25.93,17050,1047,77.0,181.0,0.0765,44.38,74.45,3.02
ACC005371,Instagram,Video,Runway,Image-to-video,583,68.88,3593,274,20.0,26.0,0.0891,300.71,50.75,3.32
ACC005372,Instagram,Video,Adobe Firefly,Image-to-video,92,26.34,53848,3525,144.0,367.0,0.075,39.53,52.69,18.48
ACC005373,YouTube,Short,Canva AI,Avatar video,18,9.01,26456,1353,68.0,42.0,0.0553,12.42,66.81,43.06
ACC005374,YouTube,Short,Canva AI,Avatar video,52,10.12,16723,411,94.0,33.0,0.0322,33.49,65.81,67.02
ACC005375,YouTube,Short,Runway,AI-assisted editing,22,19.7,6725,247,29.0,26.0,0.0449,12.37,64.31,28.81
ACC005376,Instagram,Video,Runway,AI-assisted editing,357,42.39,1750,82,3.0,14.0,0.0566,96.38,32.07,2.18
ACC005377,TikTok,Short,Adobe Firefly,AI-assisted editing,25,16.42,9013,679,28.0,35.0,0.0823,22.92,98.0,7.98
ACC005378,Instagram,Reel,Canva AI,Text-to-video,55,7.12,31230,1448,67.0,238.0,0.0561,47.09,91.13,6.36
ACC005379,TikTok,Short,HeyGen,Avatar video,28,10.55,28184,2017,196.0,217.0,0.0862,11.42,44.84,18.37
ACC005380,YouTube,Video,Canva AI,Avatar video,196,21.64,1913,72,5.0,5.0,0.0429,76.24,49.84,8.44
ACC005381,Instagram,Video,Runway,Image-to-video,459,55.31,473,22,2.0,3.0,0.0571,260.06,61.32,0.24
ACC005382,YouTube,Video,Canva AI,Avatar video,591,52.47,26167,766,57.0,65.0,0.0339,206.33,44.41,246.42
ACC005383,YouTube,Short,Adobe Firefly,Text-to-video,20,13.82,2995,131,17.0,10.0,0.0528,11.81,68.93,4.01
ACC005384,Instagram,Reel,CapCut AI,Text-to-video,43,10.32,62422,2873,284.0,408.0,0.0571,35.57,79.29,19.44
ACC005385,TikTok,Short,Pika,Image-to-video,14,12.94,5578,192,34.0,20.0,0.0441,6.42,46.34,5.53
ACC005386,YouTube,Short,Canva AI,Text-to-video,36,8.42,7156,238,20.0,9.0,0.0373,28.71,76.44,12.46
ACC005387,Instagram,Reel,Pika,Image-to-video,55,25.43,10974,536,28.0,67.0,0.0575,36.57,63.95,18.62
ACC005388,Instagram,Video,InVideo AI,Text-to-video,744,81.41,1276,94,5.0,10.0,0.0854,360.6,58.51,1.09
ACC005389,Instagram,Video,Runway,Text-to-video,512,60.71,11533,857,39.0,43.0,0.0814,271.83,59.65,12.48
ACC005390,YouTube,Short,Canva AI,Avatar video,15,12.82,7332,401,37.0,13.0,0.0615,10.21,64.38,30.73
ACC005391,YouTube,Video,HeyGen,AI-assisted editing,574,53.34,10821,527,57.0,13.0,0.0552,207.93,47.36,92.21
ACC005392,TikTok,Reel,CapCut AI,AI-assisted editing,33,10.39,11618,623,54.0,57.0,0.0632,16.58,49.54,5.73
ACC005393,YouTube,Short,Synthesia,Text-to-video,50,27.14,4564,190,26.0,12.0,0.05,25.43,58.86,13.97
ACC005394,YouTube,Video,Adobe Firefly,Image-to-video,818,82.5,6399,249,38.0,17.0,0.0475,340.1,49.12,19.48
ACC005395,TikTok,Reel,InVideo AI,Text-to-video,51,8.31,32521,1117,220.0,129.0,0.0451,37.44,75.05,5.45
ACC005396,YouTube,Short,Synthesia,Avatar video,42,24.77,28541,1371,108.0,42.0,0.0533,29.83,71.56,27.44
ACC005397,TikTok,Reel,Pika,Text-to-video,62,19.39,14143,484,74.0,113.0,0.0474,40.59,73.08,16.63
ACC005398,Instagram,Video,Pika,Text-to-video,337,41.83,1211,88,4.0,5.0,0.0801,104.08,32.27,0.53
ACC005399,YouTube,Short,InVideo AI,Text-to-video,43,15.34,17653,466,72.0,24.0,0.0318,30.4,84.93,12.84
ACC005400,TikTok,Reel,CapCut AI,AI-assisted editing,65,15.73,18218,1011,102.0,211.0,0.0727,30.24,47.86,12.21
ACC005401,TikTok,Short,Synthesia,Avatar video,51,14.3,3287,117,7.0,35.0,0.0484,36.01,68.18,3.8
